               eta                    f                   f'                  f''
      1.6000000000         0.5681573905         0.6945225302         0.3868107469
      1.7000000000         0.6395249615         0.7326371347         0.3753126384
      1.8000000000         0.7146448325         0.7695520402         0.3628249655
      1.9000000000         0.7933921755         0.8051710514         0.3494059610
      2.0000000000         0.8756328638         0.8394046873         0.3351315394
      2.1000000000         0.9612242303         0.8721718993         0.3200942071
      2.2000000000         1.0500159915         0.9034016538         0.3044014448
      2.3000000000         1.1418513203         0.9330343275         0.2881735935
      2.4000000000         1.2365680472         0.9610228697         0.2715413014
      2.5000000000         1.3339999648         0.9873336898         0.2546426108
      2.6000000000         1.4339782048         1.0119472395         0.2376197873
      2.7000000000         1.5363326585         1.0348582707         0.2206160083
      2.8000000000         1.6408934057         1.0560757595         0.2037720364
      2.9000000000         1.7474921194         1.0756225032         0.1872230070
      3.0000000000         1.8559634148         1.0935344055         0.1710954514
      3.1000000000         1.9661461126         1.1098594822         0.1555046667
      3.2000000000         2.0778843897         1.1246566233         0.1405525232
      3.3000000000         2.1910287969         1.1379941624         0.1263257782
      3.4000000000         2.3054371254         1.1499483031         0.1128949359
      3.5000000000         2.4209751112         1.1606014604         0.1003136689
      3.6000000000         2.5375169721         1.1700405718         0.0886187865
      3.7000000000         2.6549457760         1.1783554301         0.0778307123
      3.8000000000         2.7731536460         1.1856370886         0.0679544136
      3.9000000000         2.8920418110         1.1919763774         0.0589807065
      4.0000000000         3.0115205157         1.1974625663         0.0508878539
      4.1000000000         3.1315088042         1.2021821982         0.0436433668
      4.2000000000         3.2519341968         1.2062181092         0.0372059203
      4.3000000000         3.3727322786         1.2096486422         0.0315273004
      4.4000000000         3.4938462191         1.2125470540         0.0265543087
      4.5000000000         3.6152262411         1.2149811079         0.0222305602
      4.6000000000         3.7368290587         1.2170128384         0.0184981258
      4.7000000000         3.8586172994         1.2186984712         0.0152989830
      4.8000000000         3.9805589242         1.2200884778         0.0125762530
      4.9000000000         4.1026266603         1.2212277416         0.0102752131
      5.0000000000         4.2247974543         1.2221558158         0.0083440870
      5.1000000000         4.3470519548         1.2229072479         0.0067346221
      5.2000000000         4.4693740303         1.2235119531         0.0054024713
      5.3000000000         4.5917503260         1.2239956163         0.0043074004
      5.4000000000         4.7141698613         1.2243801077         0.0034133479
      5.5000000000         4.8366236692         1.2246838979         0.0026883611
      5.6000000000         4.9591044768         1.2249224610         0.0021044363
      5.7000000000         5.0816064246         1.2251086590         0.0016372863
      5.8000000000         5.2041248240         1.2252530994         0.0012660585
      5.9000000000         5.3266559480         1.2253644630         0.0009730227
      6.0000000000         5.4491968542         1.2254498004         0.0007432451
      6.1000000000         5.5717452343         1.2255147949         0.0005642622
      6.2000000000         5.6942992901         1.2255639937         0.0004257646
      6.3000000000         5.8168576297         1.2256010083         0.0003192992
      6.4000000000         5.9394191828         1.2256286862         0.0002379939
      6.5000000000         6.0619831318         1.2256492561         0.0001763086
      6.6000000000         6.1845488563         1.2256644502         0.0001298138
      6.7000000000         6.3071158884         1.2256756049         0.0000949967
      6.8000000000         6.4296838776         1.2256837441         0.0000690933
      6.9000000000         6.5522525633         1.2256896467         0.0000499463
      7.0000000000         6.6748217526         1.2256939012         0.0000358848
      7.1000000000         6.7973913038         1.2256969491         0.0000256247
      7.2000000000         6.9199611135         1.2256991193         0.0000181864
      7.3000000000         7.0425311067         1.2257006550         0.0000128285
      7.4000000000         7.1651012294         1.2257017352         0.0000089939
      7.5000000000         7.2876714430         1.2257024903         0.0000062670
      7.6000000000         7.4102417199         1.2257030149         0.0000043402
      7.7000000000         7.5328120407         1.2257033772         0.0000029875
      7.8000000000         7.6553823916         1.2257036258         0.0000020438
      7.9000000000         7.7779527632         1.2257037955         0.0000013897
      8.0000000000         7.9005231489         1.2257039105         0.0000009392
      8.1000000000         8.0230935441         1.2257039880         0.0000006308
      8.2000000000         8.1456639457         1.2257040399         0.0000004211
      8.3000000000         8.2682343515         1.2257040744         0.0000002794
      8.4000000000         8.3908047602         1.2257040973         0.0000001843
      8.5000000000         8.5133751707         1.2257041123         0.0000001208
      8.6000000000         8.6359455825         1.2257041221         0.0000000787
      8.7000000000         8.7585159950         1.2257041285         0.0000000509
      8.8000000000         8.8810864081         1.2257041326         0.0000000328
      8.9000000000         9.0036568215         1.2257041353         0.0000000210
      9.0000000000         9.1262272351         1.2257041370         0.0000000133
      9.1000000000         9.2487976489         1.2257041380         0.0000000084
      9.2000000000         9.3713680627         1.2257041387         0.0000000053
      9.3000000000         9.4939384766         1.2257041391         0.0000000033
      9.4000000000         9.6165088905         1.2257041394         0.0000000020
      9.5000000000         9.7390793045         1.2257041396         0.0000000013
